|Descr|Edad mínima|Género|Link|Location|Número de inquilinos|Price|area|estadoconservacion|gastosincluidosenalquiler|gastosincluidosenalquiler |habitacionamueblada|numbanos|numhabitaciones|superficieutil
103|Es una habitación individual exterior disponible a partir del dia 02-09-2019. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-buenavista_el_cristo33006-945856909668827_109600/|Buenavista-El Cristo (Oviedo)||275|asturias|En buen estado|0.0||Amueblada|1|3|78
104|Es una habitación doble exterior disponible a partir del dia 02-09-2019. La duración mínima del contrato es Más ...|24||/alquilar/habitacion-zona_rural33209-945856909685973_109600/|Zona Rural (Gijón)|1|290|asturias|En buen estado|0.0||Amueblada|2|3|90
105|Es una habitación doble exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es Más ...|18||/alquilar/habitacion-centro_barrio33205-945856909658745_109600/|Centro (Distrito Centro. Gijón)|4|200|asturias|En buen estado|0.0||Amueblada|2|4|190
106|Es una habitación individual exterior disponible a partir del dia 02-09-2019. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-buenavista_el_cristo33006-945856909668828_109600/|Buenavista-El Cristo (Oviedo)||275|asturias|En buen estado|0.0||Amueblada|1|3|78
107|Es una habitación individual exterior disponible a partir del dia 01-08-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-oviedo_distrito_centro33004-945856909674696_109600/|Centro (Oviedo)|2|330|asturias|En buen estado|0.0||Amueblada|2|3|150
108|Es una habitación individual exterior disponible a partir del dia 25-08-2019. El tamaño de la habitación es medi...|18|Chicas|/alquilar/habitacion-oviedo_distrito_centro33004-945856909675252_109600/|Centro (Oviedo)|4|260|asturias|En buen estado|0.0||Amueblada|2|4|80
109|Es una habitación individual exterior disponible a partir del dia 01-01-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-aspo-945856909696939_109600/|Aspo (Colunga)|1|200|asturias|En buen estado|0.0||Amueblada|2|2|80
110|Es una habitación individual exterior disponible a partir del dia 01-09-2016. El tamaño de la habitación es gran...|20||/alquilar/habitacion-ventanielles33010-945856909661217_109600/|Ventanielles (Oviedo)|4|165|asturias|En buen estado|0.0||Amueblada|1|4|70
111|Es una habitación individual  disponible a partir del dia 01-09-2018. La duración mínima del contrato es Más de ...|18|Chicas|/alquilar/habitacion-buenavista_el_cristo33006-945856909661826_109600/|Buenavista-El Cristo (Oviedo)||200|asturias|0|0.0||Amueblada|1|3|80
112|Es una habitación individual exterior disponible a partir del dia 15-03-2017. La duración mínima del contrato es...|18||/alquilar/habitacion-cimadevilla33201-945856909690467_109600/|Cimadevilla (Distrito Centro. Gijón)||250|asturias|0|0.0||Amueblada|1|4|80
113|Es una habitación individual exterior disponible a partir del dia 15-08-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-centro_barrio33208-945856909678254_109600/|Centro (Distrito Centro. Gijón)|1|330|asturias|0|0.0||Amueblada|1|2|66
114|Es una habitación individual exterior disponible a partir del dia 15-09-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-buenavista_el_cristo33006-945856909652320_109600/|Buenavista-El Cristo (Oviedo)|2|220|asturias|En buen estado|0.0||Amueblada|1|3|90
115|Es una habitación doble  disponible a partir del dia 25-03-2019. La duración mínima del contrato es 2 meses. El ...|18||/alquilar/habitacion-pumarin_teatinos33011-945856909625486_109600/|Pumarín-Teatinos (Oviedo)|2|250|asturias|0|0.0||Amueblada|1|3|82
116|Alquilo 2 habitaciones. Ideal para estudiantes mir o universitarios en Oviedo, muy cerca del seminario. Habitaci...|18||/alquilar/habitacion-oviedo_distrito_centro33008-945856909501610_109600/|Centro (Oviedo)|3|300|asturias|En buen estado|0.0||Amueblada|2|3|90
117|Es una habitación individual  disponible a partir del dia 01-12-2019. El tamaño de la habitación es grande,  con...|18||/alquilar/habitacion-arena33203-945856909700199_109600/|L'Arena (Distrito Este. Gijón)|1|280|asturias|En buen estado|0.0||Amueblada|2|3|90
118|Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-oviedo_distrito_centro33002-945856909685952_109600/|Centro (Oviedo)||290|asturias|En buen estado|0.0||Amueblada|2|3|90
119|Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración máxima del contrato es...|18||/alquilar/habitacion-pumarin_teatinos33011-945856909681429_109600/|Pumarín-Teatinos (Oviedo)|3|250|asturias|0|0.0||Amueblada|2|4|110
120|Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-parque_de_invierno33008-945856909681953_109600/|Parque de Invierno (Oviedo)|1|170|asturias|0|0.0||Amueblada|1|3|100
121|Es una habitación individual exterior disponible a partir del dia 25-08-2019. El tamaño de la habitación es medi...|18|Chicas|/alquilar/habitacion-oviedo_distrito_centro33004-945856909675253_109600/|Centro (Oviedo)|4|260|asturias|En buen estado|0.0||Amueblada|2|4|80
122|Es una habitación individual exterior disponible a partir del dia 26-08-2019. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-buenavista_el_cristo33006-945856909684346_109600/|Buenavista-El Cristo (Oviedo)|2|200|asturias|0|0.0||Amueblada|1|4|100
123|Es una habitación individual exterior disponible a partir del dia 01-12-2019. El tamaño de la habitación es gran...|18||/alquilar/habitacion-arena33203-945856909700198_109600/|L'Arena (Distrito Este. Gijón)|1|280|asturias|En buen estado|0.0||Amueblada|2|3|90
124|Es una habitación doble exterior disponible a partir del dia 23-11-2019. La duración mínima del contrato es 1 me...|18||/alquilar/habitacion-oviedo_distrito_centro33009-945856909699373_109600/|Centro (Oviedo)|1|210|asturias|0|0.0||Amueblada|2|3|100
125|Es una habitación individual  disponible a partir del dia 07-10-2019. La duración mínima del contrato es Más de ...|18|Chicos|/alquilar/habitacion-ceares33205-945856909696715_109600/|Ceares (Distrito Este. Gijón)|2|290|asturias|En buen estado|0.0||Amueblada|1|3|75
126|Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-parque_de_invierno33008-945856909681952_109600/|Parque de Invierno (Oviedo)|1|170|asturias|0|0.0||Amueblada|1|3|100
127|Piso de 4 habitaciones. Zonas comunes, dos baños completos, sala de estar, cocina. Todas habitaciones con llave ...|18||/alquilar/habitacion-oviedo_distrito_centro33001-945856909703136_109600/|Centro (Oviedo)|4|265|asturias|En buen estado|0.0||Amueblada|2|4|110
128|Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-parque_de_invierno33008-945856909675576_109600/|Parque de Invierno (Oviedo)|3|170|asturias|0|0.0||Amueblada|1|3|100
129|Ya descrito en la informacion de la habitacion|18||/alquilar/habitacion-ceares33204-945856909690465_109600/|Ceares (Distrito Este. Gijón)|2|220|asturias|En buen estado|0.0||Amueblada|1|3|80
130|Es una habitación individual exterior disponible a partir del dia 10-01-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-pumarin_teatinos33011-945856909695675_109600/|Pumarín-Teatinos (Oviedo)||210|asturias|En buen estado|0.0||Amueblada|1|3|80
131|Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...|21|Chicas|/alquilar/habitacion-sur_pumarin33210-945856909685944_109600/|Pumarín (Distrito Sur. Gijón)|2|230|asturias|En buen estado|0.0||Amueblada|1|3|70
132|Es una habitación individual  disponible a partir del dia 01-09-2019. La duración mínima del contrato es Más de ...|18||/alquilar/habitacion-oviedo_distrito_centro33002-945856909685953_109600/|Centro (Oviedo)||290|asturias|En buen estado|0.0||Amueblada|2|3|90
133|"El piso  exterior, muy soleado (orientación sur), 5ª planta de un edificio de cinco alturas (ascensor). Puerta..."|18||/alquilar/habitacion-pumarin_teatinos33011-945856909698302_109600/|Pumarín-Teatinos (Oviedo)|2|200|asturias|0|0.0||Amueblada|1|3|90
134|Es una habitación individual  disponible a partir del dia 01-09-2019. La duración mínima del contrato es Más de ...|18||/alquilar/habitacion-la_florida_las_campas33012-945856909685107_109600/|La Florida-Las Campas (Oviedo)|2|240|asturias|A estrenar|0.0||Amueblada|2|4|104
135|Es una habitación doble exterior disponible a partir del dia 01-02-2020. La duración mínima del contrato es Más ...|18||/alquilar/habitacion-oviedo_distrito_centro33002-945856909662894_109600/|Centro (Oviedo)||275|asturias|0|0.0||Amueblada|4|7|150
136|Es una habitación individual exterior disponible a partir del dia 18-10-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-oviedo_distrito_centro33009-945856909700201_109600/|Centro (Oviedo)|2|170|asturias|En buen estado|0.0||Amueblada|1|3|110
137|Es una habitación individual exterior disponible a partir del dia 26-08-2019. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-buenavista_el_cristo33006-945856909684347_109600/|Buenavista-El Cristo (Oviedo)|2|250|asturias|0|0.0||Amueblada|1|4|100
138|Es una habitación individual exterior disponible a partir del dia 11-09-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-somio_cabuenes33203-945856909689852_109600/|Somió-Cabueñes (Gijón)|2|225|asturias|En buen estado|0.0||Amueblada|3|1|225
139|Es una habitación individual exterior disponible a partir del dia 01-02-2018. La duración mínima del contrato es...|18||/alquilar/habitacion-pumarin_teatinos33011-945856909695677_109600/|Pumarín-Teatinos (Oviedo)||210|asturias|En buen estado|0.0||Amueblada|1|3|80
140|Es una habitación individual  disponible a partir del dia 28-10-2019. La duración mínima del contrato es Más de ...|18||/alquilar/habitacion-arena33203-945856909702827_109600/|L'Arena (Distrito Este. Gijón)|1|250|asturias|A estrenar|0.0||Amueblada|1|2|58
141|Es una habitación individual exterior disponible a partir del dia 28-08-2018. El tamaño de la habitación es medi...|18|Chicas|/alquilar/habitacion-oviedo_distrito_centro33004-945856909675255_109600/|Centro (Oviedo)|4|260|asturias|En buen estado|0.0||Amueblada|2|4|80
142|Es una habitación individual exterior disponible a partir del dia 15-08-2018. El tamaño de la habitación es medi...|18|Chicas|/alquilar/habitacion-oviedo_distrito_centro33004-945856909675254_109600/|Centro (Oviedo)|4|260|asturias|En buen estado|0.0||Amueblada|2|4|80
143|Es una habitación individual exterior disponible a partir del dia 11-08-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-centro_barrio33208-945856909680156_109600/|Centro (Distrito Centro. Gijón)|1|330|asturias|0|0.0||Amueblada|1|2|66
144|Ya descrito en la informacion de la habitacion|18||/alquilar/habitacion-ceares33204-945856909690464_109600/|Ceares (Distrito Este. Gijón)|2|250|asturias|En buen estado|0.0||Amueblada|1|3|80
145|Alquilo 2 habitaciones. Ideal para estudiantes mir o universitarios en Oviedo, muy cerca del seminario. Habitaci...|18||/alquilar/habitacion-oviedo_distrito_centro33008-945856909350433_109600/|Centro (Oviedo)|3|300|asturias|En buen estado|0.0||Amueblada|2|3|90
146|Es una habitación individual exterior disponible a partir del dia 01-08-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-oviedo_distrito_centro33004-945856909674697_109600/|Centro (Oviedo)|2|340|asturias|En buen estado|0.0||Amueblada|2|3|150
147|Es una habitación doble exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es 3 me...|18||/alquilar/habitacion-centro_barrio33205-945856909658742_109600/|Centro (Distrito Centro. Gijón)|4|200|asturias|En buen estado|0.0||Amueblada|2|4|190
148|Es una habitación individual  disponible a partir del dia 15-12-2019. La duración mínima del contrato es 3 meses...|18||/alquilar/habitacion-oviedo_distrito_centro33009-945856909699372_109600/|Centro (Oviedo)|1|190|asturias|0|0.0||Amueblada|2|3|100
149|Es una habitación doble  disponible a partir del dia 12-01-2019. La duración mínima del contrato es 3 meses. El ...|18||/alquilar/habitacion-montecerrao33006-945856909698821_109600/|Montecerrao (Oviedo)|3|320|asturias|En buen estado|0.0||Amueblada|2|4|70
150|Piso de 4 habitaciones. Zonas comunes, dos baños completos, sala de estar, cocina. Todas habitaciones con llave ...|18||/alquilar/habitacion-oviedo_distrito_centro33001-945856909703135_109600/|Centro (Oviedo)|4|265|asturias|En buen estado|0.0||Amueblada|2|4|110
151|Es una habitación individual  disponible a partir del dia 01-08-2019. La duración mínima del contrato es 5 Meses...|18||/alquilar/habitacion-oviedo_distrito_centro33004-945856909674695_109600/|Centro (Oviedo)|2|290|asturias|En buen estado|0.0||Amueblada|2|3|150
152|Es una habitación individual  disponible a partir del dia 10-09-2019. La duración mínima del contrato es 1 mes. ...|18||/alquilar/habitacion-oviedo_distrito_centro33001-945856909688791_109600/|Centro (Oviedo)|2|350|asturias|A estrenar|0.0||Amueblada|2|3|100
153|Es una habitación individual  disponible a partir del dia 01-09-2019. La duración mínima del contrato es Más de ...|18||/alquilar/habitacion-la_florida_las_campas33012-945856909685106_109600/|La Florida-Las Campas (Oviedo)|2|240|asturias|A estrenar|0.0||Amueblada|2|4|104
154|Es una habitación individual exterior disponible a partir del dia 18-12-2018. El tamaño de la habitación es pequ...|18|Chicas|/alquilar/habitacion-masip_la_eria_la_arganosa_parque_del_oeste33013-945856909682540_109600/|Masip-La Ería-La Argañosa-Parque del Oeste (Oviedo)|2|180|asturias|En buen estado|0.0||Amueblada|2|3|80
155|Es una habitación individual exterior disponible a partir del dia 01-09-2016. El tamaño de la habitación es gran...|20||/alquilar/habitacion-ventanielles33010-945856909661218_109600/|Ventanielles (Oviedo)|4|165|asturias|En buen estado|0.0||Amueblada|1|4|70
156|Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-centro_barrio33205-945856909658744_109600/|Centro (Distrito Centro. Gijón)|4|200|asturias|En buen estado|0.0||Amueblada|2|4|190
157|Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-centro_barrio33205-945856909658743_109600/|Centro (Distrito Centro. Gijón)|4|200|asturias|En buen estado|0.0||Amueblada|2|4|190
158|Es una habitación individual exterior disponible a partir del dia 01-09-2016. La duración mínima del contrato es...|20||/alquilar/habitacion-ventanielles33010-945856909661215_109600/|Ventanielles (Oviedo)|4|165|asturias|En buen estado|0.0||Amueblada|1|4|70
159|Es una habitación individual exterior disponible a partir del dia 01-09-2016. El tamaño de la habitación es gran...|20||/alquilar/habitacion-ventanielles33010-945856909661216_109600/|Ventanielles (Oviedo)|4|165|asturias|En buen estado|0.0||Amueblada|1|4|70
160|Es una habitación individual exterior disponible a partir del dia 04-09-2017. La duración mínima del contrato es...|18||/alquilar/habitacion-oviedo_distrito_centro33002-945856909673754_109600/|Centro (Oviedo)||290|asturias|En buen estado|0.0||Amueblada|2|3|90
161|Es una habitación individual  disponible a partir del dia 09-06-2019. El tamaño de la habitación es mediana,  co...|18||/alquilar/habitacion-ciudad_naranco_vallobin33012-945856909619096_109600/|Ciudad-Naranco-Vallobín (Oviedo)|2|180|asturias|En buen estado|0.0||Amueblada|1|3|80
