Descr,Edad mínima,Género,Link,Location,Número de inquilinos,Price,area,estadoconservacion,gastosincluidosenalquiler,gastosincluidosenalquiler ,habitacionamueblada,numbanos,numhabitaciones,superficieutil
Es una habitación individual  disponible a partir del dia 01-12-2019. La duración mínima del contrato es 3 meses...,18,,/alquilar/habitacion-buenavista_el_cristo33006-945856909703151_109600/,Buenavista-El Cristo (Oviedo),2,320,asturias,En buen estado,0.0,,Amueblada,1,3,70
Es una habitación individual exterior disponible a partir del dia 18-10-2019. El tamaño de la habitación es medi...,18,,/alquilar/habitacion-oviedo_distrito_centro33009-945856909700201_109600/,Centro (Oviedo),2,170,asturias,En buen estado,0.0,,Amueblada,1,3,110
"Es una habitación individual  disponible a partir del dia 09-06-2019. El tamaño de la habitación es mediana,  co...",18,,/alquilar/habitacion-ciudad_naranco_vallobin33012-945856909619096_109600/,Ciudad-Naranco-Vallobín (Oviedo),2,180,asturias,En buen estado,0.0,,Amueblada,1,3,80
"Piso de 4 habitaciones. Zonas comunes, dos baños completos, sala de estar, cocina. Todas habitaciones con llave ...",18,,/alquilar/habitacion-oviedo_distrito_centro33001-945856909703134_109600/,Centro (Oviedo),4,265,asturias,En buen estado,0.0,,Amueblada,2,4,110
Es una habitación individual exterior disponible a partir del dia 15-08-2019. El tamaño de la habitación es medi...,18,,/alquilar/habitacion-centro_barrio33208-945856909678254_109600/,Centro (Distrito Centro. Gijón),1,330,asturias,0,0.0,,Amueblada,1,2,66
Es una habitación doble exterior disponible a partir del dia 01-12-2019. La duración mínima del contrato es 1 me...,18,,/alquilar/habitacion-oviedo_distrito_centro33009-945856909699373_109600/,Centro (Oviedo),1,210,asturias,0,0.0,,Amueblada,2,3,100
Es una habitación individual  disponible a partir del dia 01-09-2019. La duración mínima del contrato es Más de ...,18,,/alquilar/habitacion-oviedo_distrito_centro33002-945856909685953_109600/,Centro (Oviedo),,290,asturias,En buen estado,0.0,,Amueblada,2,3,90
Es una habitación doble exterior disponible a partir del dia 11-09-2017. La duración mínima del contrato es 4 Me...,18,,/alquilar/habitacion-somio_cabuenes33203-945856909678906_109600/,Somió-Cabueñes (Gijón),5,350,asturias,En buen estado,0.0,,Amueblada,5,5,500
Es una habitación individual exterior disponible a partir del dia 01-09-2016. La duración mínima del contrato es...,20,,/alquilar/habitacion-ventanielles33010-945856909661215_109600/,Ventanielles (Oviedo),4,165,asturias,En buen estado,0.0,,Amueblada,1,4,70
Es una habitación individual exterior disponible a partir del dia 24-10-2019. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-nueva_huca33011-945856909701911_109600/,Nueva Huca (Oviedo),1,250,asturias,0,0.0,,Amueblada,1,2,90
Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-oviedo_distrito_centro33002-945856909685952_109600/,Centro (Oviedo),,290,asturias,En buen estado,0.0,,Amueblada,2,3,90
Es una habitación individual  disponible a partir del dia 24-12-2019. La duración mínima del contrato es 3 meses...,18,,/alquilar/habitacion-oviedo_distrito_centro33009-945856909699372_109600/,Centro (Oviedo),1,190,asturias,0,0.0,,Amueblada,2,3,100
Es una habitación individual exterior disponible a partir del dia 07-09-2019. La duración mínima del contrato es...,30,,/alquilar/habitacion-molleda-945856909688786_109600/,Molleda (Corvera de Asturias),1,290,asturias,En buen estado,0.0,,Amueblada,2,3,110
Es una habitación individual  disponible a partir del dia 01-09-2019. La duración mínima del contrato es Más de ...,18,,/alquilar/habitacion-la_florida_las_campas33012-945856909685107_109600/,La Florida-Las Campas (Oviedo),2,240,asturias,A estrenar,0.0,,Amueblada,2,4,104
Es una habitación individual exterior disponible a partir del dia 11-08-2019. El tamaño de la habitación es medi...,18,,/alquilar/habitacion-centro_barrio33208-945856909680156_109600/,Centro (Distrito Centro. Gijón),1,330,asturias,0,0.0,,Amueblada,1,2,66
Ya descrito en la informacion de la habitacion,18,,/alquilar/habitacion-ceares33204-945856909690465_109600/,Ceares (Distrito Este. Gijón),2,220,asturias,En buen estado,0.0,,Amueblada,1,3,80
Es una habitación individual  disponible a partir del dia 28-10-2019. La duración mínima del contrato es Más de ...,18,,/alquilar/habitacion-arena33203-945856909702827_109600/,L'Arena (Distrito Este. Gijón),1,250,asturias,A estrenar,0.0,,Amueblada,1,2,58
Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración máxima del contrato es...,18,,/alquilar/habitacion-pumarin_teatinos33011-945856909681429_109600/,Pumarín-Teatinos (Oviedo),3,250,asturias,0,0.0,,Amueblada,2,4,110
Es una habitación individual exterior disponible a partir del dia 21-08-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-la_corredoria_prado_de_la_vega_la_monxina33011-945856909682849_109600/,La Corredoría-Prado de la Vega-La Monxina (Oviedo),3,180,asturias,En buen estado,0.0,,Amueblada,2,4,80
Es una habitación individual exterior disponible a partir del dia 01-09-2016. El tamaño de la habitación es gran...,20,,/alquilar/habitacion-ventanielles33010-945856909661216_109600/,Ventanielles (Oviedo),4,165,asturias,En buen estado,0.0,,Amueblada,1,4,70
Es una habitación doble exterior disponible a partir del dia 08-11-2019. La duración mínima del contrato es 3 me...,18,,/alquilar/habitacion-pumarin_teatinos33011-945856909698822_109600/,Pumarín-Teatinos (Oviedo),2,280,asturias,A estrenar,0.0,,Amueblada,1,3,45
Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-oviedo_distrito_centro33002-945856909685954_109600/,Centro (Oviedo),,290,asturias,En buen estado,0.0,,Amueblada,2,3,90
Es una habitación individual exterior disponible a partir del dia 01-02-2018. La duración mínima del contrato es...,18,,/alquilar/habitacion-pumarin_teatinos33011-945856909695676_109600/,Pumarín-Teatinos (Oviedo),,210,asturias,En buen estado,0.0,,Amueblada,1,3,80
Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-parque_de_invierno33008-945856909681953_109600/,Parque de Invierno (Oviedo),1,170,asturias,0,0.0,,Amueblada,1,3,100
Es una habitación individual exterior disponible a partir del dia 18-12-2018. El tamaño de la habitación es pequ...,18,Chicas,/alquilar/habitacion-masip_la_eria_la_arganosa_parque_del_oeste33013-945856909682540_109600/,Masip-La Ería-La Argañosa-Parque del Oeste (Oviedo),2,180,asturias,En buen estado,0.0,,Amueblada,2,3,80
Es una habitación individual exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es...,25,,/alquilar/habitacion-aviles_centro33402-945856909703145_109600/,Centro (Avilés),2,220,asturias,0,0.0,,Amueblada,2,4,90
"Alquilo 2 habitaciones. Ideal para estudiantes mir o universitarios en Oviedo, muy cerca del seminario. Habitaci...",18,,/alquilar/habitacion-oviedo_distrito_centro33008-945856909501610_109600/,Centro (Oviedo),3,300,asturias,En buen estado,0.0,,Amueblada,2,3,90
Es una habitación individual exterior disponible a partir del dia 01-08-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-oviedo_distrito_centro33004-945856909674697_109600/,Centro (Oviedo),2,340,asturias,En buen estado,0.0,,Amueblada,2,3,150
Es una habitación individual exterior disponible a partir del dia 01-10-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-oviedo_distrito_centro33009-945856909696267_109600/,Centro (Oviedo),2,244,asturias,En buen estado,0.0,,Amueblada,2,3,140
Es una habitación doble  disponible a partir del dia 25-03-2019. La duración mínima del contrato es 2 meses. El ...,18,,/alquilar/habitacion-pumarin_teatinos33011-945856909625486_109600/,Pumarín-Teatinos (Oviedo),2,250,asturias,0,0.0,,Amueblada,1,3,82
Es una habitación individual  disponible a partir del dia 01-09-2018. La duración mínima del contrato es Más de ...,18,Chicas,/alquilar/habitacion-buenavista_el_cristo33006-945856909661826_109600/,Buenavista-El Cristo (Oviedo),,200,asturias,0,0.0,,Amueblada,1,3,80
Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...,21,Chicas,/alquilar/habitacion-sur_pumarin33210-945856909685944_109600/,Pumarín (Distrito Sur. Gijón),2,230,asturias,En buen estado,0.0,,Amueblada,1,3,70
"Piso de 4 habitaciones. Zonas comunes, dos baños completos, sala de estar, cocina. Todas habitaciones con llave ...",18,,/alquilar/habitacion-oviedo_distrito_centro33001-945856909703135_109600/,Centro (Oviedo),4,265,asturias,En buen estado,0.0,,Amueblada,2,4,110
Es una habitación individual  disponible a partir del dia 10-09-2019. La duración mínima del contrato es 1 mes. ...,18,,/alquilar/habitacion-oviedo_distrito_centro33001-945856909688791_109600/,Centro (Oviedo),2,350,asturias,A estrenar,0.0,,Amueblada,2,3,100
Es una habitación doble  disponible a partir del dia 12-01-2019. La duración mínima del contrato es 3 meses. El ...,18,,/alquilar/habitacion-montecerrao33006-945856909698821_109600/,Montecerrao (Oviedo),3,320,asturias,En buen estado,0.0,,Amueblada,2,4,70
Es una habitación individual exterior disponible a partir del dia 01-08-2016. La duración mínima del contrato es...,18,,/alquilar/habitacion-masip_la_eria_la_arganosa_parque_del_oeste33013-945856909688180_109600/,Masip-La Ería-La Argañosa-Parque del Oeste (Oviedo),1,210,asturias,En buen estado,0.0,,Amueblada,2,3,100
Es una habitación individual exterior disponible a partir del dia 01-02-2018. La duración mínima del contrato es...,18,,/alquilar/habitacion-pumarin_teatinos33011-945856909695677_109600/,Pumarín-Teatinos (Oviedo),,210,asturias,En buen estado,0.0,,Amueblada,1,3,80
Es una habitación individual exterior disponible a partir del dia 01-11-2019. El tamaño de la habitación es medi...,20,,/alquilar/habitacion-aviles_centro33402-945856909692031_109600/,Centro (Avilés),1,198,asturias,0,0.0,,Amueblada,2,4,90
Es una habitación doble exterior disponible a partir del dia 02-09-2019. La duración mínima del contrato es Más ...,24,,/alquilar/habitacion-zona_rural33209-945856909685973_109600/,Zona Rural (Gijón),1,290,asturias,En buen estado,0.0,,Amueblada,2,3,90
Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-centro_barrio33205-945856909658743_109600/,Centro (Distrito Centro. Gijón),4,200,asturias,En buen estado,0.0,,Amueblada,2,4,190
Es una habitación doble exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es Más ...,18,,/alquilar/habitacion-oviedo_distrito_centro33002-945856909662894_109600/,Centro (Oviedo),,375,asturias,0,0.0,,Amueblada,4,7,150
"El piso  exterior, muy soleado (orientación sur), 5ª planta de un edificio de cinco alturas (ascensor). Puerta...",18,,/alquilar/habitacion-pumarin_teatinos33011-945856909698302_109600/,Pumarín-Teatinos (Oviedo),2,200,asturias,0,0.0,,Amueblada,1,3,90
Es una habitación individual exterior disponible a partir del dia 11-09-2017. La duración mínima del contrato es...,18,,/alquilar/habitacion-somio_cabuenes33203-945856909678905_109600/,Somió-Cabueñes (Gijón),5,400,asturias,En buen estado,0.0,,Amueblada,5,5,500
Es una habitación individual exterior disponible a partir del dia 10-01-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-pumarin_teatinos33011-945856909695675_109600/,Pumarín-Teatinos (Oviedo),,210,asturias,En buen estado,0.0,,Amueblada,1,3,80
Es una habitación individual exterior disponible a partir del dia 10-09-2018. La duración mínima del contrato es...,18,,/alquilar/habitacion-pumarin_teatinos33011-945856909692018_109600/,Pumarín-Teatinos (Oviedo),1,200,asturias,En buen estado,0.0,,Amueblada,1,2,65
Es una habitación individual exterior disponible a partir del dia 03-09-2017. La duración mínima del contrato es...,18,,/alquilar/habitacion-oviedo_distrito_centro33002-945856909673755_109600/,Centro (Oviedo),,290,asturias,En buen estado,0.0,,Amueblada,2,3,90
Es una habitación individual exterior disponible a partir del dia 01-08-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-oviedo_distrito_centro33004-945856909674696_109600/,Centro (Oviedo),2,330,asturias,En buen estado,0.0,,Amueblada,2,3,150
Es una habitación individual exterior disponible a partir del dia 01-09-2016. El tamaño de la habitación es gran...,20,,/alquilar/habitacion-ventanielles33010-945856909661217_109600/,Ventanielles (Oviedo),4,165,asturias,En buen estado,0.0,,Amueblada,1,4,70
Es una habitación individual exterior disponible a partir del dia 08-09-2019. El tamaño de la habitación es medi...,18,Chicos,/alquilar/habitacion-la_corredoria_prado_de_la_vega_la_monxina33011-945856909688787_109600/,La Corredoría-Prado de la Vega-La Monxina (Oviedo),2,200,asturias,En buen estado,0.0,,Amueblada,2,3,90
"Piso de 4 habitaciones. Zonas comunes, dos baños completos, sala de estar, cocina. Todas habitaciones con llave ...",18,,/alquilar/habitacion-oviedo_distrito_centro33001-945856909703136_109600/,Centro (Oviedo),4,265,asturias,En buen estado,0.0,,Amueblada,2,4,110
Es una habitación individual exterior disponible a partir del dia 05-10-2019. El tamaño de la habitación es gran...,18,,/alquilar/habitacion-aviles_centro33402-945856909696711_109600/,Centro (Avilés),1,255,asturias,En buen estado,0.0,,Amueblada,1,3,80
Es una habitación doble exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es Más ...,18,,/alquilar/habitacion-centro_barrio33205-945856909658745_109600/,Centro (Distrito Centro. Gijón),4,200,asturias,En buen estado,0.0,,Amueblada,2,4,190
Es una habitación individual  disponible a partir del dia 07-10-2019. La duración mínima del contrato es Más de ...,18,Chicos,/alquilar/habitacion-ceares33205-945856909696715_109600/,Ceares (Distrito Este. Gijón),2,290,asturias,En buen estado,0.0,,Amueblada,1,3,75
Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-parque_de_invierno33008-945856909681952_109600/,Parque de Invierno (Oviedo),1,170,asturias,0,0.0,,Amueblada,1,3,100
Es una habitación individual exterior disponible a partir del dia 26-08-2019. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-buenavista_el_cristo33006-945856909684346_109600/,Buenavista-El Cristo (Oviedo),2,200,asturias,0,0.0,,Amueblada,1,4,100
Ya descrito en la informacion de la habitacion,18,,/alquilar/habitacion-ceares33204-945856909690464_109600/,Ceares (Distrito Este. Gijón),2,250,asturias,En buen estado,0.0,,Amueblada,1,3,80
Es una habitación individual  disponible a partir del dia 01-08-2019. La duración mínima del contrato es 5 Meses...,18,,/alquilar/habitacion-oviedo_distrito_centro33004-945856909674695_109600/,Centro (Oviedo),2,290,asturias,En buen estado,0.0,,Amueblada,2,3,150
Es una habitación individual  disponible a partir del dia 07-10-2019. La duración mínima del contrato es Más de ...,18,Chicos,/alquilar/habitacion-ceares33205-945856909696714_109600/,Ceares (Distrito Este. Gijón),2,290,asturias,En buen estado,0.0,,Amueblada,1,3,75
"Es una habitación individual  disponible a partir del dia 01-11-2019. El tamaño de la habitación es mediana,  si...",18,,/alquilar/habitacion-pumarin_teatinos33011-945856909701913_109600/,Pumarín-Teatinos (Oviedo),1,200,asturias,En buen estado,0.0,,Amueblada,2,2,78
Es una habitación individual exterior disponible a partir del dia 24-10-2019. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-nueva_huca33011-945856909701910_109600/,Nueva Huca (Oviedo),1,250,asturias,0,0.0,,Amueblada,1,2,90
Es una habitación individual exterior disponible a partir del dia 26-08-2019. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-buenavista_el_cristo33006-945856909684347_109600/,Buenavista-El Cristo (Oviedo),2,250,asturias,0,0.0,,Amueblada,1,4,100
